#use_strict_skill_naming = False
#stats = {"job_class":"SCH","det_stat":2866,"crit_stat":3388,"dh_stat":1014,"tenacity":420,"speed_stat":1237,"version":"7.4","level":100,"wd":158,"main_stat":6820,"healer_or_caster_strength":398}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
-2.6,Concitation,,,,,
-0.1999599959995999,Biolysis,,,"Boss0",,
0.47004000400040047,Dissipation,,,,,
1.0900400040004001,Grade 4 Gemdraught,,,,,
2.2000800080008003,Broil IV,,,"Boss0",,
3.743134313431344,Swiftcast,,,,,
4.6001200120012005,Broil IV,,,"Boss0",,
5.2201200120012,Chain Stratagem,,,,,
7.000160016001599,Broil IV,,,"Boss0",,
8.543214321432142,Energy Drain,,,"Boss0",,
9.400200020002,Broil IV,,,"Boss0",,
10.943254325432543,Energy Drain,,,"Boss0",,
11.8002400240024,Broil IV,,,"Boss0",,
13.343294329432943,Energy Drain,,,"Boss0",,
14.2002800280028,Broil IV,,,"Boss0",,
15.74333433343334,Aetherflow,,,,,
16.600320032003197,Broil IV,,,"Boss0",,
18.14337433743374,Baneful Impaction,,,"Boss0",,
19.000360036003595,Broil IV,,,"Boss0",,
20.543414341434136,Energy Drain,,,"Boss0",,
21.400400040003994,Broil IV,,,"Boss0",,
22.943454345434535,Energy Drain,,,"Boss0",,
23.800440044004393,Biolysis,,,"Boss0",,
24.42044004400439,Energy Drain,,,"Boss0",,
26.200480048004795,Broil IV,,,"Boss0",,
27.74353435343534,Lucid Dreaming,,,,,
28.600520052005198,Broil IV,,,"Boss0",,
31.000560056005604,Broil IV,,,"Boss0",,
33.40060006000601,Broil IV,,,"Boss0",,
35.800640064006416,Broil IV,,,"Boss0",,
38.20068006800681,Broil IV,,,"Boss0",,
40.600720072007206,Broil IV,,,"Boss0",,
43.000760076007595,Broil IV,,,"Boss0",,
45.40080008000799,Broil IV,,,"Boss0",,
47.80084008400839,Broil IV,,,"Boss0",,
50.20088008800879,Broil IV,,,"Boss0",,
52.60092009200918,Biolysis,,,"Boss0",,
55.00096009600957,Broil IV,,,"Boss0",,
57.40100010000998,Broil IV,,,"Boss0",,
59.80104010401038,Broil IV,,,"Boss0",,
62.20108010801079,Broil IV,,,"Boss0",,
64.60112011201122,Broil IV,,,"Boss0",,
67.00116011601163,Broil IV,,,"Boss0",,
69.40120012001202,Broil IV,,,"Boss0",,
71.80124012401242,Broil IV,,,"Boss0",,
74.20128012801283,Broil IV,,,"Boss0",,
75.74433443344337,Aetherflow,,,,,
76.60132013201321,Broil IV,,,"Boss0",,
79.00136013601363,Broil IV,,,"Boss0",,
81.401400140014,Broil IV,,,"Boss0",,
83.80144014401442,Biolysis,,,"Boss0",,
86.20148014801484,Broil IV,,,"Boss0",,
87.74453445344538,Lucid Dreaming,,,,,
88.60152015201523,Broil IV,,,"Boss0",,
91.00156015601564,Broil IV,,,"Boss0",,
93.40160016001605,Broil IV,,,"Boss0",,
95.80164016401646,Broil IV,,,"Boss0",,
98.20168016801688,Broil IV,,,"Boss0",,
100.60172017201728,Broil IV,,,"Boss0",,
103.00176017601768,Broil IV,,,"Boss0",,
105.40180018001809,Broil IV,,,"Boss0",,
107.80184018401847,Broil IV,,,"Boss0",,
110.2018801880189,Broil IV,,,"Boss0",,
112.60192019201932,Broil IV,,,"Boss0",,
115.00196019601971,Biolysis,,,"Boss0",,
117.4020002000201,Broil IV,,,"Boss0",,
119.8020402040205,Broil IV,,,"Boss0",,
122.2020802080209,Broil IV,,,"Boss0",,
123.74513451345145,Swiftcast,,,,,
124.60212021202129,Broil IV,,,"Boss0",,
125.2221202120213,Chain Stratagem,,,,,
127.00216021602168,Broil IV,,,"Boss0",,
128.54521452145224,Energy Drain,,,"Boss0",,
129.4022002200221,Broil IV,,,"Boss0",,
130.94525452545264,Energy Drain,,,"Boss0",,
131.80224022402248,Broil IV,,,"Boss0",,
133.345294529453,Energy Drain,,,"Boss0",,
134.20228022802291,Broil IV,,,"Boss0",,
135.74533453345347,Aetherflow,,,,,
136.60232023202332,Broil IV,,,"Boss0",,
138.14537453745385,Baneful Impaction,,,"Boss0",,
139.00236023602372,Broil IV,,,"Boss0",,
140.54541454145428,Energy Drain,,,"Boss0",,
141.40240024002415,Broil IV,,,"Boss0",,
142.94545454545465,Energy Drain,,,"Boss0",,
143.80244024402452,Biolysis,,,"Boss0",,
144.42244024402453,Energy Drain,,,"Boss0",,
146.20248024802495,Broil IV,,,"Boss0",,
147.7455345534555,Lucid Dreaming,,,,,
148.60252025202536,Broil IV,,,"Boss0",,
151.00256025602573,Broil IV,,,"Boss0",,
153.40260026002613,Broil IV,,,"Boss0",,
155.80264026402656,Broil IV,,,"Boss0",,
158.20268026802694,Broil IV,,,"Boss0",,
160.60272027202734,Broil IV,,,"Boss0",,
163.00276027602777,Broil IV,,,"Boss0",,
165.40280028002817,Broil IV,,,"Boss0",,
167.80284028402858,Broil IV,,,"Boss0",,
170.20288028802898,Broil IV,,,"Boss0",,
172.6029202920294,Broil IV,,,"Boss0",,
175.00296029602978,Biolysis,,,"Boss0",,
177.4030003000302,Broil IV,,,"Boss0",,
179.8030403040306,Broil IV,,,"Boss0",,
181.34609460946115,Dissipation,,,,,
182.203080308031,Broil IV,,,"Boss0",,
183.74613461346152,Energy Drain,,,"Boss0",,
184.6031203120314,Broil IV,,,"Boss0",,
186.14617461746195,Energy Drain,,,"Boss0",,
187.00316031603185,Broil IV,,,"Boss0",,
188.5462146214624,Energy Drain,,,"Boss0",,
189.40320032003228,Broil IV,,,"Boss0",,
191.80324032403266,Broil IV,,,"Boss0",,
194.20328032803303,Broil IV,,,"Boss0",,
195.74633463346356,Aetherflow,,,,,
196.6033203320334,Broil IV,,,"Boss0",,
199.0033603360338,Broil IV,,,"Boss0",,
201.40340034003424,Broil IV,,,"Boss0",,
203.80344034403464,Broil IV,,,"Boss0",,
206.20348034803504,Biolysis,,,"Boss0",,
207.74553455345563,Lucid Dreaming,,,,,
208.60352035203545,Broil IV,,,"Boss0",,
211.00356035603582,Broil IV,,,"Boss0",,
213.40360036003622,Broil IV,,,"Boss0",,
215.80364036403665,Broil IV,,,"Boss0",,
218.20368036803706,Broil IV,,,"Boss0",,
220.60372037203746,Broil IV,,,"Boss0",,
223.00376037603786,Broil IV,,,"Boss0",,
225.4038003800383,Broil IV,,,"Boss0",,
227.80384038403866,Broil IV,,,"Boss0",,
230.20388038803907,Broil IV,,,"Boss0",,
232.6039203920395,Broil IV,,,"Boss0",,
235.00396039603984,Biolysis,,,"Boss0",,
237.40400040004025,Broil IV,,,"Boss0",,
239.80404040404062,Broil IV,,,"Boss0",,
242.20408040804102,Broil IV,,,"Boss0",,
243.74713471347158,Swiftcast,,,,,
244.60412041204145,Broil IV,,,"Boss0",,
245.22412041204143,Chain Stratagem,,,,,
247.00416041604183,Broil IV,,,"Boss0",,
248.54721472147236,Energy Drain,,,"Boss0",,
249.40420042004223,Broil IV,,,"Boss0",,
250.9472547254728,Energy Drain,,,"Boss0",,
251.80424042404266,Broil IV,,,"Boss0",,
253.3472947294732,Energy Drain,,,"Boss0",,
254.20428042804306,Broil IV,,,"Boss0",,
255.7473347334736,Aetherflow,,,,,
256.60432043204344,Broil IV,,,"Boss0",,
258.14737473747397,Baneful Impaction,,,"Boss0",,
259.00436043604384,Broil IV,,,"Boss0",,
260.54741474147437,Energy Drain,,,"Boss0",,
261.40440044004424,Broil IV,,,"Boss0",,
