sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Demolish,Dragon Kick,Elixir Burst,Fire's Reply,Leaping Opo,Phantom Rush,Pouncing Coeurl,Rising Phoenix,Rising Raptor,Six-sided Star,The Forbidden Chakra,Twin Snakes,Wind's Reply
13010,13542,Auto,90,1.0,810,0,960,900,0,920,0,0,0,0,0,892,0,1040
12761,14181,The Forbidden Chakra,190,0.475,810,0,960,900,0,920,0,0,0,0,0,1082,0,1040
14030,14562,Auto,90,1.0,900,0,960,900,0,920,0,0,0,0,0,1082,0,1040
13411,14831,The Forbidden Chakra,97,0.2432,900,0,960,900,0,920,0,0,0,0,0,1179,0,1040
14081,15501,Fire's Reply,1400,1.0,900,0,960,900,1400,920,0,0,0,0,0,1179,0,1040
15050,15582,Auto,90,1.0,990,0,960,900,1400,920,0,0,0,0,0,1179,0,1040
14731,16151,The Forbidden Chakra,84,0.2106,990,0,960,900,1400,920,0,0,0,0,0,1263,0,1040
16070,16602,Auto,90,1.0,1080,0,960,900,1400,920,0,0,0,0,0,1263,0,1040
16021,16641,Leaping Opo,460,1.0,1080,0,960,900,1400,1380,0,0,0,0,0,1263,0,1040
15311,16731,The Forbidden Chakra,33,0.0848,1080,0,960,900,1400,1380,0,0,0,0,0,1296,0,1040
17090,17622,Auto,90,1.0,1170,0,960,900,1400,1380,0,0,0,0,0,1296,0,1040
18110,18642,Auto,90,1.0,1260,0,960,900,1400,1380,0,0,0,0,0,1296,0,1040
17291,18711,The Forbidden Chakra,336,0.8412,1260,0,960,900,1400,1380,0,0,0,0,0,1632,0,1040
17961,19251,Dragon Kick,320,1.0,1260,0,1280,900,1400,1380,0,0,0,0,0,1632,0,1040
19130,19662,Auto,90,1.0,1350,0,1280,900,1400,1380,0,0,0,0,0,1632,0,1040
18581,20001,The Forbidden Chakra,66,0.1658,1350,0,1280,900,1400,1380,0,0,0,0,0,1698,0,1040
19901,20521,Leaping Opo,460,1.0,1350,0,1280,900,1400,1840,0,0,0,0,0,1698,0,1040
19231,20651,The Forbidden Chakra,66,0.1652,1350,0,1280,900,1400,1840,0,0,0,0,0,1764,0,1040
20150,20682,Auto,90,1.0,1440,0,1280,900,1400,1840,0,0,0,0,0,1764,0,1040
21170,21702,Auto,90,1.0,1530,0,1280,900,1400,1840,0,0,0,0,0,1764,0,1040
20551,21971,The Forbidden Chakra,301,0.7542,1530,0,1280,900,1400,1840,0,0,0,0,0,2065,0,1040
21131,22551,The Forbidden Chakra,51,0.1282,1530,0,1280,900,1400,1840,0,0,0,0,0,2116,0,1040
22190,22722,Auto,90,1.0,1620,0,1280,900,1400,1840,0,0,0,0,0,2116,0,1040
21841,23131,Dragon Kick,320,1.0,1620,0,1600,900,1400,1840,0,0,0,0,0,2116,0,1040
23210,23742,Auto,90,1.0,1710,0,1600,900,1400,1840,0,0,0,0,0,2116,0,1040
22461,23881,The Forbidden Chakra,84,0.211,1710,0,1600,900,1400,1840,0,0,0,0,0,2200,0,1040
23111,24531,The Forbidden Chakra,31,0.0778,1710,0,1600,900,1400,1840,0,0,0,0,0,2231,0,1040
24230,24762,Auto,90,1.0,1800,0,1600,900,1400,1840,0,0,0,0,0,2231,0,1040
23781,25201,Elixir Burst,900,1.0,1800,0,1600,1800,1400,1840,0,0,0,0,0,2231,0,1040
24431,25851,The Forbidden Chakra,170,0.4252,1800,0,1600,1800,1400,1840,0,0,0,0,0,2401,0,1040
25721,26341,Leaping Opo,460,1.0,1800,0,1600,1800,1400,2300,0,0,0,0,0,2401,0,1040
25011,26431,The Forbidden Chakra,48,0.122,1800,0,1600,1800,1400,2300,0,0,0,0,0,2449,0,1040
26270,26802,Auto,90,1.0,1890,0,1600,1800,1400,2300,0,0,0,0,0,2449,0,1040
26371,27791,The Forbidden Chakra,190,0.4769,1890,0,1600,1800,1400,2300,0,0,0,0,0,2639,0,1040
27661,28501,Twin Snakes,420,1.0,1890,0,1600,1800,1400,2300,0,0,0,0,0,2639,420,1040
28310,28842,Auto,90,1.0,1980,0,1600,1800,1400,2300,0,0,0,0,0,2639,420,1040
28311,29731,The Forbidden Chakra,21,0.0539,1980,0,1600,1800,1400,2300,0,0,0,0,0,2660,420,1040
30350,30882,Auto,90,1.0,2070,0,1600,1800,1400,2300,0,0,0,0,0,2660,420,1040
29601,31201,Demolish,420,1.0,2070,420,1600,1800,1400,2300,0,0,0,0,0,2660,420,1040
30251,31671,The Forbidden Chakra,22,0.0563,2070,420,1600,1800,1400,2300,0,0,0,0,0,2682,420,1040
31542,32832,Dragon Kick,320,1.0,2070,420,1920,1800,1400,2300,0,0,0,0,0,2682,420,1040
32390,32922,Auto,90,1.0,2160,420,1920,1800,1400,2300,0,0,0,0,0,2682,420,1040
32192,33612,The Forbidden Chakra,21,0.0534,2160,420,1920,1800,1400,2300,0,0,0,0,0,2703,420,1040
33482,34372,Rising Raptor,540,1.0,2160,420,1920,1800,1400,2300,0,0,0,540,0,2703,420,1040
34430,34962,Auto,90,1.0,2250,420,1920,1800,1400,2300,0,0,0,540,0,2703,420,1040
34132,35552,The Forbidden Chakra,20,0.052,2250,420,1920,1800,1400,2300,0,0,0,540,0,2723,420,1040
35422,36442,Pouncing Coeurl,520,1.0,2250,420,1920,1800,1400,2300,0,520,0,540,0,2723,420,1040
36470,37002,Auto,90,1.0,2340,420,1920,1800,1400,2300,0,520,0,540,0,2723,420,1040
36042,37462,The Forbidden Chakra,19,0.0489,2340,420,1920,1800,1400,2300,0,520,0,540,0,2742,420,1040
37362,37982,Leaping Opo,460,1.0,2340,420,1920,1800,1400,2760,0,520,0,540,0,2742,420,1040
38510,39042,Auto,90,1.0,2430,420,1920,1800,1400,2760,0,520,0,540,0,2742,420,1040
38012,39432,The Forbidden Chakra,64,0.1615,2430,420,1920,1800,1400,2760,0,520,0,540,0,2806,420,1040
39302,40142,Twin Snakes,420,1.0,2430,420,1920,1800,1400,2760,0,520,0,540,0,2806,840,1040
40550,41082,Auto,90,1.0,2520,420,1920,1800,1400,2760,0,520,0,540,0,2806,840,1040
39952,41372,The Forbidden Chakra,16,0.0402,2520,420,1920,1800,1400,2760,0,520,0,540,0,2822,840,1040
41242,42262,Pouncing Coeurl,520,1.0,2520,420,1920,1800,1400,2760,0,1040,0,540,0,2822,840,1040
42590,43122,Auto,90,1.0,2610,420,1920,1800,1400,2760,0,1040,0,540,0,2822,840,1040
41892,43312,The Forbidden Chakra,18,0.0461,2610,420,1920,1800,1400,2760,0,1040,0,540,0,2840,840,1040
43182,44472,Dragon Kick,320,1.0,2610,420,2240,1800,1400,2760,0,1040,0,540,0,2840,840,1040
44630,45162,Auto,90,1.0,2700,420,2240,1800,1400,2760,0,1040,0,540,0,2840,840,1040
43832,45252,The Forbidden Chakra,18,0.0469,2700,420,2240,1800,1400,2760,0,1040,0,540,0,2858,840,1040
45122,46012,Rising Raptor,540,1.0,2700,420,2240,1800,1400,2760,0,1040,0,1080,0,2858,840,1040
45772,47192,The Forbidden Chakra,20,0.0513,2700,420,2240,1800,1400,2760,0,1040,0,1080,0,2878,840,1040
46670,47202,Auto,90,1.0,2790,420,2240,1800,1400,2760,0,1040,0,1080,0,2878,840,1040
47062,48662,Demolish,420,1.0,2790,840,2240,1800,1400,2760,0,1040,0,1080,0,2878,840,1040
47712,49132,The Forbidden Chakra,24,0.061,2790,840,2240,1800,1400,2760,0,1040,0,1080,0,2902,840,1040
48710,49242,Auto,90,1.0,2880,840,2240,1800,1400,2760,0,1040,0,1080,0,2902,840,1040
49002,49622,Leaping Opo,460,1.0,2880,840,2240,1800,1400,3220,0,1040,0,1080,0,2902,840,1040
49652,51072,The Forbidden Chakra,82,0.207,2880,840,2240,1800,1400,3220,0,1040,0,1080,0,2984,840,1040
50750,51282,Auto,90,1.0,2970,840,2240,1800,1400,3220,0,1040,0,1080,0,2984,840,1040
50942,51782,Twin Snakes,420,1.0,2970,840,2240,1800,1400,3220,0,1040,0,1080,0,2984,1260,1040
51592,53012,The Forbidden Chakra,26,0.0669,2970,840,2240,1800,1400,3220,0,1040,0,1080,0,3010,1260,1040
52790,53322,Auto,90,1.0,3060,840,2240,1800,1400,3220,0,1040,0,1080,0,3010,1260,1040
52883,53903,Pouncing Coeurl,520,1.0,3060,840,2240,1800,1400,3220,0,1560,0,1080,0,3010,1260,1040
53533,54953,The Forbidden Chakra,24,0.0616,3060,840,2240,1800,1400,3220,0,1560,0,1080,0,3034,1260,1040
54830,55362,Auto,90,1.0,3150,840,2240,1800,1400,3220,0,1560,0,1080,0,3034,1260,1040
54823,56113,Dragon Kick,320,1.0,3150,840,2560,1800,1400,3220,0,1560,0,1080,0,3034,1260,1040
55473,56893,The Forbidden Chakra,22,0.0562,3150,840,2560,1800,1400,3220,0,1560,0,1080,0,3056,1260,1040
56870,57402,Auto,90,1.0,3240,840,2560,1800,1400,3220,0,1560,0,1080,0,3056,1260,1040
56763,57653,Rising Raptor,540,1.0,3240,840,2560,1800,1400,3220,0,1560,0,1620,0,3056,1260,1040
57413,58833,The Forbidden Chakra,24,0.0618,3240,840,2560,1800,1400,3220,0,1560,0,1620,0,3080,1260,1040
58910,59442,Auto,90,1.0,3330,840,2560,1800,1400,3220,0,1560,0,1620,0,3080,1260,1040
58703,59723,Pouncing Coeurl,520,1.0,3330,840,2560,1800,1400,3220,0,2080,0,1620,0,3080,1260,1040
59323,60743,The Forbidden Chakra,22,0.0558,3330,840,2560,1800,1400,3220,0,2080,0,1620,0,3102,1260,1040
60643,61263,Leaping Opo,460,1.0,3330,840,2560,1800,1400,3680,0,2080,0,1620,0,3102,1260,1040
60950,61482,Auto,90,1.0,3420,840,2560,1800,1400,3680,0,2080,0,1620,0,3102,1260,1040
61293,62713,The Forbidden Chakra,80,0.2012,3420,840,2560,1800,1400,3680,0,2080,0,1620,0,3182,1260,1040
62583,63423,Twin Snakes,420,1.0,3420,840,2560,1800,1400,3680,0,2080,0,1620,0,3182,1680,1040
62990,63522,Auto,90,1.0,3510,840,2560,1800,1400,3680,0,2080,0,1620,0,3182,1680,1040
63233,64653,The Forbidden Chakra,20,0.0519,3510,840,2560,1800,1400,3680,0,2080,0,1620,0,3202,1680,1040
65030,65562,Auto,90,1.0,3600,840,2560,1800,1400,3680,0,2080,0,1620,0,3202,1680,1040
64522,66122,Demolish,420,1.0,3600,1260,2560,1800,1400,3680,0,2080,0,1620,0,3202,1680,1040
67070,67602,Auto,90,1.0,3690,1260,2560,1800,1400,3680,0,2080,0,1620,0,3202,1680,1040
66463,67753,Dragon Kick,320,1.0,3690,1260,2880,1800,1400,3680,0,2080,0,1620,0,3202,1680,1040
68403,69023,Leaping Opo,460,1.0,3690,1260,2880,1800,1400,4140,0,2080,0,1620,0,3202,1680,1040
67733,69153,The Forbidden Chakra,41,0.1048,3690,1260,2880,1800,1400,4140,0,2080,0,1620,0,3243,1680,1040
69110,69642,Auto,90,1.0,3780,1260,2880,1800,1400,4140,0,2080,0,1620,0,3243,1680,1040
69053,70473,The Forbidden Chakra,77,0.1944,3780,1260,2880,1800,1400,4140,0,2080,0,1620,0,3320,1680,1040
70343,71233,Rising Raptor,540,1.0,3780,1260,2880,1800,1400,4140,0,2080,0,2160,0,3320,1680,1040
71150,71682,Auto,90,1.0,3870,1260,2880,1800,1400,4140,0,2080,0,2160,0,3320,1680,1040
70993,72413,The Forbidden Chakra,22,0.0557,3870,1260,2880,1800,1400,4140,0,2080,0,2160,0,3342,1680,1040
72283,73303,Pouncing Coeurl,520,1.0,3870,1260,2880,1800,1400,4140,0,2600,0,2160,0,3342,1680,1040
73190,73722,Auto,90,1.0,3960,1260,2880,1800,1400,4140,0,2600,0,2160,0,3342,1680,1040
72933,74353,The Forbidden Chakra,21,0.0537,3960,1260,2880,1800,1400,4140,0,2600,0,2160,0,3363,1680,1040
74224,74984,Rising Phoenix,900,1.0,3960,1260,2880,1800,1400,4140,0,2600,900,2160,0,3363,1680,1040
75230,75762,Auto,90,1.0,4050,1260,2880,1800,1400,4140,0,2600,900,2160,0,3363,1680,1040
74874,76294,The Forbidden Chakra,22,0.0566,4050,1260,2880,1800,1400,4140,0,2600,900,2160,0,3385,1680,1040
76164,77454,Dragon Kick,320,1.0,4050,1260,3200,1800,1400,4140,0,2600,900,2160,0,3385,1680,1040
77270,77802,Auto,90,1.0,4140,1260,3200,1800,1400,4140,0,2600,900,2160,0,3385,1680,1040
76814,78234,The Forbidden Chakra,21,0.0539,4140,1260,3200,1800,1400,4140,0,2600,900,2160,0,3406,1680,1040
78104,79524,Fire's Reply,1400,1.0,4140,1260,3200,1800,2800,4140,0,2600,900,2160,0,3406,1680,1040
79310,79842,Auto,90,1.0,4230,1260,3200,1800,2800,4140,0,2600,900,2160,0,3406,1680,1040
78754,80174,The Forbidden Chakra,22,0.0569,4230,1260,3200,1800,2800,4140,0,2600,900,2160,0,3428,1680,1040
80044,80664,Leaping Opo,460,1.0,4230,1260,3200,1800,2800,4600,0,2600,900,2160,0,3428,1680,1040
81350,81882,Auto,90,1.0,4320,1260,3200,1800,2800,4600,0,2600,900,2160,0,3428,1680,1040
80694,82114,The Forbidden Chakra,81,0.2046,4320,1260,3200,1800,2800,4600,0,2600,900,2160,0,3509,1680,1040
81984,82824,Twin Snakes,420,1.0,4320,1260,3200,1800,2800,4600,0,2600,900,2160,0,3509,2100,1040
83390,83922,Auto,90,1.0,4410,1260,3200,1800,2800,4600,0,2600,900,2160,0,3509,2100,1040
82634,84054,The Forbidden Chakra,22,0.0555,4410,1260,3200,1800,2800,4600,0,2600,900,2160,0,3531,2100,1040
83924,84944,Pouncing Coeurl,520,1.0,4410,1260,3200,1800,2800,4600,0,3120,900,2160,0,3531,2100,1040
85430,85962,Auto,90,1.0,4500,1260,3200,1800,2800,4600,0,3120,900,2160,0,3531,2100,1040
84544,85964,The Forbidden Chakra,21,0.0537,4500,1260,3200,1800,2800,4600,0,3120,900,2160,0,3552,2100,1040
85864,87154,Dragon Kick,320,1.0,4500,1260,3520,1800,2800,4600,0,3120,900,2160,0,3552,2100,1040
86514,87934,The Forbidden Chakra,21,0.0545,4500,1260,3520,1800,2800,4600,0,3120,900,2160,0,3573,2100,1040
87470,88002,Auto,90,1.0,4590,1260,3520,1800,2800,4600,0,3120,900,2160,0,3573,2100,1040
87804,88694,Rising Raptor,540,1.0,4590,1260,3520,1800,2800,4600,0,3120,900,2700,0,3573,2100,1040
88454,89874,The Forbidden Chakra,22,0.0561,4590,1260,3520,1800,2800,4600,0,3120,900,2700,0,3595,2100,1040
89510,90042,Auto,90,1.0,4680,1260,3520,1800,2800,4600,0,3120,900,2700,0,3595,2100,1040
89744,91344,Demolish,420,1.0,4680,1680,3520,1800,2800,4600,0,3120,900,2700,0,3595,2100,1040
90394,91814,The Forbidden Chakra,22,0.0555,4680,1680,3520,1800,2800,4600,0,3120,900,2700,0,3617,2100,1040
91550,92082,Auto,90,1.0,4770,1680,3520,1800,2800,4600,0,3120,900,2700,0,3617,2100,1040
91684,92304,Leaping Opo,460,1.0,4770,1680,3520,1800,2800,5060,0,3120,900,2700,0,3617,2100,1040
92334,93754,The Forbidden Chakra,80,0.202,4770,1680,3520,1800,2800,5060,0,3120,900,2700,0,3697,2100,1040
93590,94122,Auto,90,1.0,4860,1680,3520,1800,2800,5060,0,3120,900,2700,0,3697,2100,1040
93625,94465,Twin Snakes,420,1.0,4860,1680,3520,1800,2800,5060,0,3120,900,2700,0,3697,2520,1040
94275,95695,The Forbidden Chakra,21,0.0534,4860,1680,3520,1800,2800,5060,0,3120,900,2700,0,3718,2520,1040
95630,96162,Auto,90,1.0,4950,1680,3520,1800,2800,5060,0,3120,900,2700,0,3718,2520,1040
95565,96585,Pouncing Coeurl,520,1.0,4950,1680,3520,1800,2800,5060,0,3640,900,2700,0,3718,2520,1040
96215,97635,The Forbidden Chakra,22,0.055,4950,1680,3520,1800,2800,5060,0,3640,900,2700,0,3740,2520,1040
97670,98202,Auto,90,1.0,5040,1680,3520,1800,2800,5060,0,3640,900,2700,0,3740,2520,1040
97505,98795,Dragon Kick,320,1.0,5040,1680,3840,1800,2800,5060,0,3640,900,2700,0,3740,2520,1040
98775,100195,The Forbidden Chakra,21,0.0547,5040,1680,3840,1800,2800,5060,0,3640,900,2700,0,3761,2520,1040
99710,100242,Auto,90,1.0,5130,1680,3840,1800,2800,5060,0,3640,900,2700,0,3761,2520,1040
99445,100335,Rising Raptor,540,1.0,5130,1680,3840,1800,2800,5060,0,3640,900,3240,0,3761,2520,1040
100730,101262,Auto,90,1.0,5220,1680,3840,1800,2800,5060,0,3640,900,3240,0,3761,2520,1040
100095,101515,The Forbidden Chakra,23,0.0577,5220,1680,3840,1800,2800,5060,0,3640,900,3240,0,3784,2520,1040
101750,102282,Auto,90,1.0,5310,1680,3840,1800,2800,5060,0,3640,900,3240,0,3784,2520,1040
101385,102405,Pouncing Coeurl,520,1.0,5310,1680,3840,1800,2800,5060,0,4160,900,3240,0,3784,2520,1040
102770,103302,Auto,90,1.0,5400,1680,3840,1800,2800,5060,0,4160,900,3240,0,3784,2520,1040
102035,103455,The Forbidden Chakra,24,0.0603,5400,1680,3840,1800,2800,5060,0,4160,900,3240,0,3808,2520,1040
103790,104322,Auto,90,1.0,5490,1680,3840,1800,2800,5060,0,4160,900,3240,0,3808,2520,1040
103325,104525,Wind's Reply,1040,1.0,5490,1680,3840,1800,2800,5060,0,4160,900,3240,0,3808,2520,2080
104810,105342,Auto,90,1.0,5580,1680,3840,1800,2800,5060,0,4160,900,3240,0,3808,2520,2080
103975,105395,The Forbidden Chakra,22,0.0564,5580,1680,3840,1800,2800,5060,0,4160,900,3240,0,3830,2520,2080
105265,105885,Leaping Opo,460,1.0,5580,1680,3840,1800,2800,5520,0,4160,900,3240,0,3830,2520,2080
105830,106362,Auto,90,1.0,5670,1680,3840,1800,2800,5520,0,4160,900,3240,0,3830,2520,2080
105915,107335,The Forbidden Chakra,82,0.2063,5670,1680,3840,1800,2800,5520,0,4160,900,3240,0,3912,2520,2080
106850,107382,Auto,90,1.0,5760,1680,3840,1800,2800,5520,0,4160,900,3240,0,3912,2520,2080
107205,108045,Twin Snakes,420,1.0,5760,1680,3840,1800,2800,5520,0,4160,900,3240,0,3912,2940,2080
107870,108402,Auto,90,1.0,5850,1680,3840,1800,2800,5520,0,4160,900,3240,0,3912,2940,2080
107855,109275,The Forbidden Chakra,22,0.0555,5850,1680,3840,1800,2800,5520,0,4160,900,3240,0,3934,2940,2080
108890,109422,Auto,90,1.0,5940,1680,3840,1800,2800,5520,0,4160,900,3240,0,3934,2940,2080
109910,110442,Auto,90,1.0,6030,1680,3840,1800,2800,5520,0,4160,900,3240,0,3934,2940,2080
109145,110745,Demolish,420,1.0,6030,2100,3840,1800,2800,5520,0,4160,900,3240,0,3934,2940,2080
109765,111185,The Forbidden Chakra,21,0.0544,6030,2100,3840,1800,2800,5520,0,4160,900,3240,0,3955,2940,2080
110930,111462,Auto,90,1.0,6120,2100,3840,1800,2800,5520,0,4160,900,3240,0,3955,2940,2080
111085,112375,Dragon Kick,320,1.0,6120,2100,4160,1800,2800,5520,0,4160,900,3240,0,3955,2940,2080
111950,112482,Auto,90,1.0,6210,2100,4160,1800,2800,5520,0,4160,900,3240,0,3955,2940,2080
111735,113155,The Forbidden Chakra,22,0.056,6210,2100,4160,1800,2800,5520,0,4160,900,3240,0,3977,2940,2080
112970,113502,Auto,90,1.0,6300,2100,4160,1800,2800,5520,0,4160,900,3240,0,3977,2940,2080
113025,113915,Rising Raptor,540,1.0,6300,2100,4160,1800,2800,5520,0,4160,900,3780,0,3977,2940,2080
113990,114522,Auto,90,1.0,6390,2100,4160,1800,2800,5520,0,4160,900,3780,0,3977,2940,2080
113675,115095,The Forbidden Chakra,21,0.0536,6390,2100,4160,1800,2800,5520,0,4160,900,3780,0,3998,2940,2080
114966,115986,Pouncing Coeurl,520,1.0,6390,2100,4160,1800,2800,5520,0,4680,900,3780,0,3998,2940,2080
116030,116562,Auto,90,1.0,6480,2100,4160,1800,2800,5520,0,4680,900,3780,0,3998,2940,2080
115616,117036,The Forbidden Chakra,22,0.0567,6480,2100,4160,1800,2800,5520,0,4680,900,3780,0,4020,2940,2080
116906,117526,Leaping Opo,460,1.0,6480,2100,4160,1800,2800,5980,0,4680,900,3780,0,4020,2940,2080
118070,118602,Auto,90,1.0,6570,2100,4160,1800,2800,5980,0,4680,900,3780,0,4020,2940,2080
117556,118976,The Forbidden Chakra,75,0.1894,6570,2100,4160,1800,2800,5980,0,4680,900,3780,0,4095,2940,2080
118846,119686,Twin Snakes,420,1.0,6570,2100,4160,1800,2800,5980,0,4680,900,3780,0,4095,3360,2080
120110,120642,Auto,90,1.0,6660,2100,4160,1800,2800,5980,0,4680,900,3780,0,4095,3360,2080
119496,120916,The Forbidden Chakra,23,0.0576,6660,2100,4160,1800,2800,5980,0,4680,900,3780,0,4118,3360,2080
120786,121806,Pouncing Coeurl,520,1.0,6660,2100,4160,1800,2800,5980,0,5200,900,3780,0,4118,3360,2080
122150,122682,Auto,90,1.0,6750,2100,4160,1800,2800,5980,0,5200,900,3780,0,4118,3360,2080
121436,122856,The Forbidden Chakra,24,0.06,6750,2100,4160,1800,2800,5980,0,5200,900,3780,0,4142,3360,2080
122726,124016,Dragon Kick,320,1.0,6750,2100,4480,1800,2800,5980,0,5200,900,3780,0,4142,3360,2080
124190,124722,Auto,90,1.0,6840,2100,4480,1800,2800,5980,0,5200,900,3780,0,4142,3360,2080
124666,125286,Leaping Opo,460,1.0,6840,2100,4480,1800,2800,6440,0,5200,900,3780,0,4142,3360,2080
123996,125416,The Forbidden Chakra,20,0.0522,6840,2100,4480,1800,2800,6440,0,5200,900,3780,0,4162,3360,2080
126230,126762,Auto,90,1.0,6930,2100,4480,1800,2800,6440,0,5200,900,3780,0,4162,3360,2080
126606,127896,Dragon Kick,320,1.0,6930,2100,4800,1800,2800,6440,0,5200,900,3780,0,4162,3360,2080
127226,128646,The Forbidden Chakra,152,0.3813,6930,2100,4800,1800,2800,6440,0,5200,900,3780,0,4314,3360,2080
128270,128802,Auto,90,1.0,7020,2100,4800,1800,2800,6440,0,5200,900,3780,0,4314,3360,2080
128545,129165,Leaping Opo,460,1.0,7020,2100,4800,1800,2800,6900,0,5200,900,3780,0,4314,3360,2080
127876,129296,The Forbidden Chakra,47,0.1187,7020,2100,4800,1800,2800,6900,0,5200,900,3780,0,4361,3360,2080
129195,130615,The Forbidden Chakra,316,0.791,7020,2100,4800,1800,2800,6900,0,5200,900,3780,0,4677,3360,2080
130310,130842,Auto,90,1.0,7110,2100,4800,1800,2800,6900,0,5200,900,3780,0,4677,3360,2080
130485,130885,Phantom Rush,1500,1.0,7110,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4677,3360,2080
129775,131195,The Forbidden Chakra,39,0.0989,7110,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4716,3360,2080
131106,132526,The Forbidden Chakra,148,0.3706,7110,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4864,3360,2080
132350,132882,Auto,90,1.0,7200,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4864,3360,2080
131756,133176,The Forbidden Chakra,31,0.0781,7200,2100,4800,1800,2800,6900,1500,5200,900,3780,0,4895,3360,2080
132426,133716,Dragon Kick,320,1.0,7200,2100,5120,1800,2800,6900,1500,5200,900,3780,0,4895,3360,2080
133076,134496,The Forbidden Chakra,85,0.2127,7200,2100,5120,1800,2800,6900,1500,5200,900,3780,0,4980,3360,2080
134390,134922,Auto,90,1.0,7290,2100,5120,1800,2800,6900,1500,5200,900,3780,0,4980,3360,2080
133656,135076,The Forbidden Chakra,33,0.083,7290,2100,5120,1800,2800,6900,1500,5200,900,3780,0,5013,3360,2080
134366,135786,Fire's Reply,1400,1.0,7290,2100,5120,1800,4200,6900,1500,5200,900,3780,0,5013,3360,2080
135016,136436,The Forbidden Chakra,182,0.4566,7290,2100,5120,1800,4200,6900,1500,5200,900,3780,0,5195,3360,2080
136307,136927,Leaping Opo,460,1.0,7290,2100,5120,1800,4200,7360,1500,5200,900,3780,0,5195,3360,2080
136430,136962,Auto,90,1.0,7380,2100,5120,1800,4200,7360,1500,5200,900,3780,0,5195,3360,2080
135596,137016,The Forbidden Chakra,31,0.078,7380,2100,5120,1800,4200,7360,1500,5200,900,3780,0,5226,3360,2080
136927,138347,The Forbidden Chakra,325,0.8133,7380,2100,5120,1800,4200,7360,1500,5200,900,3780,0,5551,3360,2080
138470,139002,Auto,90,1.0,7470,2100,5120,1800,4200,7360,1500,5200,900,3780,0,5551,3360,2080
138247,139537,Dragon Kick,320,1.0,7470,2100,5440,1800,4200,7360,1500,5200,900,3780,0,5551,3360,2080
138867,140287,The Forbidden Chakra,144,0.3613,7470,2100,5440,1800,4200,7360,1500,5200,900,3780,0,5695,3360,2080
140187,140807,Leaping Opo,460,1.0,7470,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5695,3360,2080
139517,140937,The Forbidden Chakra,48,0.1221,7470,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5743,3360,2080
140510,141042,Auto,90,1.0,7560,2100,5440,1800,4200,7820,1500,5200,900,3780,0,5743,3360,2080
140837,142257,The Forbidden Chakra,271,0.6796,7560,2100,5440,1800,4200,7820,1500,5200,900,3780,0,6014,3360,2080
141417,142837,The Forbidden Chakra,78,0.1968,7560,2100,5440,1800,4200,7820,1500,5200,900,3780,0,6092,3360,2080
