sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abyssal Drain (pet),Auto,Bloodspiller,Bloodspiller (pet),Carve and Spit,Comeuppance,Disesteem,Disesteem (pet),Edge of Shadow,Edge of Shadow (pet),Hard Slash,Salt and Darkness,Salted Earth,Salted Earth (dot),Scarlet Delirium,Shadowbringer,Shadowbringer (pet),Souleater,Syphon Strike,Torcleaver
6250,10500,Salted Earth (dot),5914.0,53802,37690,0,0,0,0,0,0,96198,0,60465,0,5914,11828,0,72420,0,49018,36956,0
10000,10581,Scarlet Delirium,74833.0,53802,37690,0,0,0,0,0,0,96198,0,60465,0,5914,11828,74833,72420,0,49018,36956,0
11250,12007,Salt and Darkness,60350.0,53802,37690,0,0,0,0,0,0,96198,0,60465,60350,5914,11828,74833,72420,0,49018,36956,0
10625,12098,Carve and Spit,65177.0,53802,37690,0,0,65177,0,0,0,96198,0,60465,60350,5914,11828,74833,72420,0,49018,36956,0
12421,12953,Auto,10698.0,53802,48388,0,0,65177,0,0,0,96198,0,60465,60350,5914,11828,74833,72420,0,49018,36956,0
12500,13170,Comeuppance,86906.0,53802,48388,0,0,65177,86906,0,0,96198,0,60465,60350,5914,11828,74833,72420,0,49018,36956,0
6250,13500,Salted Earth (dot),5914.0,53802,48388,0,0,65177,86906,0,0,96198,0,60465,60350,5914,17742,74833,72420,0,49018,36956,0
13125,13749,Edge of Shadow,55523.0,53802,48388,0,0,65177,86906,0,0,151721,0,60465,60350,5914,17742,74833,72420,0,49018,36956,0
14325,14325,Shadowbringer (pet),73021.0,53802,48388,0,0,65177,86906,0,0,151721,0,60465,60350,5914,17742,74833,72420,73021,49018,36956,0
13750,14416,Shadowbringer,72420.0,53802,48388,0,0,65177,86906,0,0,151721,0,60465,60350,5914,17742,74833,144840,73021,49018,36956,0
15000,15620,Torcleaver,98976.0,53802,48388,0,0,65177,86906,0,0,151721,0,60465,60350,5914,17742,74833,144840,73021,49018,36956,98976
15381,15913,Auto,10698.0,53802,59086,0,0,65177,86906,0,0,151721,0,60465,60350,5914,17742,74833,144840,73021,49018,36956,98976
15625,16249,Edge of Shadow,55523.0,53802,59086,0,0,65177,86906,0,0,207244,0,60465,60350,5914,17742,74833,144840,73021,49018,36956,98976
6250,16500,Salted Earth (dot),5914.0,53802,59086,0,0,65177,86906,0,0,207244,0,60465,60350,5914,23656,74833,144840,73021,49018,36956,98976
16525,16525,Edge of Shadow (pet),53802.0,53802,59086,0,0,65177,86906,0,0,207244,53802,60465,60350,5914,23656,74833,144840,73021,49018,36956,98976
16625,17249,Edge of Shadow,55523.0,53802,59086,0,0,65177,86906,0,0,262767,53802,60465,60350,5914,23656,74833,144840,73021,49018,36956,98976
18725,18725,Bloodspiller (pet),53802.0,53802,59086,0,53802,65177,86906,0,0,262767,53802,60465,60350,5914,23656,74833,144840,73021,49018,36956,98976
18341,18873,Auto,10698.0,53802,69784,0,53802,65177,86906,0,0,262767,53802,60465,60350,5914,23656,74833,144840,73021,49018,36956,98976
17500,19150,Disesteem,120705.0,53802,69784,0,53802,65177,86906,120705,0,262767,53802,60465,60350,5914,23656,74833,144840,73021,49018,36956,98976
6250,19500,Salted Earth (dot),5914.0,53802,69784,0,53802,65177,86906,120705,0,262767,53802,60465,60350,5914,29570,74833,144840,73021,49018,36956,98976
20000,20802,Bloodspiller,72420.0,53802,69784,72420,53802,65177,86906,120705,0,262767,53802,60465,60350,5914,29570,74833,144840,73021,49018,36956,98976
20925,20925,Disesteem (pet),79428.0,53802,69784,72420,53802,65177,86906,120705,79428,262767,53802,60465,60350,5914,29570,74833,144840,73021,49018,36956,98976
21301,21833,Auto,10698.0,53802,80482,72420,53802,65177,86906,120705,79428,262767,53802,60465,60350,5914,29570,74833,144840,73021,49018,36956,98976
22500,23124,Syphon Strike,45861.0,53802,80482,72420,53802,65177,86906,120705,79428,262767,53802,60465,60350,5914,29570,74833,144840,73021,49018,82817,98976
24261,24793,Auto,10698.0,53802,91180,72420,53802,65177,86906,120705,79428,262767,53802,60465,60350,5914,29570,74833,144840,73021,49018,82817,98976
25001,25625,Souleater,55175.0,53802,91180,72420,53802,65177,86906,120705,79428,262767,53802,60465,60350,5914,29570,74833,144840,73021,104193,82817,98976
27221,27753,Auto,8621.0,53802,99801,72420,53802,65177,86906,120705,79428,262767,53802,60465,60350,5914,29570,74833,144840,73021,104193,82817,98976
27501,28082,Hard Slash,29177.0,53802,99801,72420,53802,65177,86906,120705,79428,262767,53802,89642,60350,5914,29570,74833,144840,73021,104193,82817,98976
30001,30625,Syphon Strike,36956.0,53802,99801,72420,53802,65177,86906,120705,79428,262767,53802,89642,60350,5914,29570,74833,144840,73021,104193,119773,98976
30181,30713,Auto,8621.0,53802,108422,72420,53802,65177,86906,120705,79428,262767,53802,89642,60350,5914,29570,74833,144840,73021,104193,119773,98976
32500,33124,Souleater,43149.0,53802,108422,72420,53802,65177,86906,120705,79428,262767,53802,89642,60350,5914,29570,74833,144840,73021,147342,119773,98976
33141,33673,Auto,7966.0,53802,116388,72420,53802,65177,86906,120705,79428,262767,53802,89642,60350,5914,29570,74833,144840,73021,147342,119773,98976
35001,35582,Hard Slash,26969.0,53802,116388,72420,53802,65177,86906,120705,79428,262767,53802,116611,60350,5914,29570,74833,144840,73021,147342,119773,98976
36101,36633,Auto,7966.0,53802,124354,72420,53802,65177,86906,120705,79428,262767,53802,116611,60350,5914,29570,74833,144840,73021,147342,119773,98976
37501,38125,Syphon Strike,34158.0,53802,124354,72420,53802,65177,86906,120705,79428,262767,53802,116611,60350,5914,29570,74833,144840,73021,147342,153931,98976
39061,39593,Auto,7966.0,53802,132320,72420,53802,65177,86906,120705,79428,262767,53802,116611,60350,5914,29570,74833,144840,73021,147342,153931,98976
40001,40625,Souleater,43149.0,53802,132320,72420,53802,65177,86906,120705,79428,262767,53802,116611,60350,5914,29570,74833,144840,73021,190491,153931,98976
42021,42553,Auto,7966.0,53802,140286,72420,53802,65177,86906,120705,79428,262767,53802,116611,60350,5914,29570,74833,144840,73021,190491,153931,98976
42501,43303,Bloodspiller,53939.0,53802,140286,126359,53802,65177,86906,120705,79428,262767,53802,116611,60350,5914,29570,74833,144840,73021,190491,153931,98976
44981,45513,Auto,7960.0,53802,148246,126359,53802,65177,86906,120705,79428,262767,53802,116611,60350,5914,29570,74833,144840,73021,190491,153931,98976
45001,45582,Hard Slash,26950.0,53802,148246,126359,53802,65177,86906,120705,79428,262767,53802,143561,60350,5914,29570,74833,144840,73021,190491,153931,98976
47501,48125,Syphon Strike,34135.0,53802,148246,126359,53802,65177,86906,120705,79428,262767,53802,143561,60350,5914,29570,74833,144840,73021,190491,188066,98976
47941,48473,Auto,7960.0,53802,156206,126359,53802,65177,86906,120705,79428,262767,53802,143561,60350,5914,29570,74833,144840,73021,190491,188066,98976
48126,48750,Edge of Shadow,41322.0,53802,156206,126359,53802,65177,86906,120705,79428,304089,53802,143561,60350,5914,29570,74833,144840,73021,190491,188066,98976
50001,50625,Souleater,43119.0,53802,156206,126359,53802,65177,86906,120705,79428,304089,53802,143561,60350,5914,29570,74833,144840,73021,233610,188066,98976
50901,51433,Auto,7960.0,53802,164166,126359,53802,65177,86906,120705,79428,304089,53802,143561,60350,5914,29570,74833,144840,73021,233610,188066,98976
52501,53082,Hard Slash,26950.0,53802,164166,126359,53802,65177,86906,120705,79428,304089,53802,170511,60350,5914,29570,74833,144840,73021,233610,188066,98976
53861,54393,Auto,7960.0,53802,172126,126359,53802,65177,86906,120705,79428,304089,53802,170511,60350,5914,29570,74833,144840,73021,233610,188066,98976
55001,55625,Syphon Strike,34135.0,53802,172126,126359,53802,65177,86906,120705,79428,304089,53802,170511,60350,5914,29570,74833,144840,73021,233610,222201,98976
56821,57353,Auto,7960.0,53802,180086,126359,53802,65177,86906,120705,79428,304089,53802,170511,60350,5914,29570,74833,144840,73021,233610,222201,98976
57501,58125,Souleater,43119.0,53802,180086,126359,53802,65177,86906,120705,79428,304089,53802,170511,60350,5914,29570,74833,144840,73021,276729,222201,98976
59781,60313,Auto,7960.0,53802,188046,126359,53802,65177,86906,120705,79428,304089,53802,170511,60350,5914,29570,74833,144840,73021,276729,222201,98976
60001,60803,Bloodspiller,53902.0,53802,188046,180261,53802,65177,86906,120705,79428,304089,53802,170511,60350,5914,29570,74833,144840,73021,276729,222201,98976
62501,63082,Hard Slash,26950.0,53802,188046,180261,53802,65177,86906,120705,79428,304089,53802,197461,60350,5914,29570,74833,144840,73021,276729,222201,98976
62741,63273,Auto,7960.0,53802,196006,180261,53802,65177,86906,120705,79428,304089,53802,197461,60350,5914,29570,74833,144840,73021,276729,222201,98976
65001,65625,Syphon Strike,34135.0,53802,196006,180261,53802,65177,86906,120705,79428,304089,53802,197461,60350,5914,29570,74833,144840,73021,276729,256336,98976
65701,66233,Auto,7960.0,53802,203966,180261,53802,65177,86906,120705,79428,304089,53802,197461,60350,5914,29570,74833,144840,73021,276729,256336,98976
67501,68082,Scarlet Delirium,55697.0,53802,203966,180261,53802,65177,86906,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,276729,256336,98976
68661,69193,Auto,7960.0,53802,211926,180261,53802,65177,86906,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,276729,256336,98976
70001,70671,Comeuppance,64681.0,53802,211926,180261,53802,65177,151587,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,276729,256336,98976
70626,72099,Carve and Spit,48511.0,53802,211926,180261,53802,113688,151587,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,276729,256336,98976
71621,72153,Auto,7960.0,53802,219886,180261,53802,113688,151587,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,276729,256336,98976
72501,73121,Torcleaver,73667.0,53802,219886,180261,53802,113688,151587,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,276729,256336,172643
74581,75113,Auto,7960.0,53802,227846,180261,53802,113688,151587,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,276729,256336,172643
75002,75626,Souleater,43119.0,53802,227846,180261,53802,113688,151587,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,319848,256336,172643
77541,78073,Auto,7960.0,53802,235806,180261,53802,113688,151587,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,319848,256336,172643
77502,78304,Bloodspiller,53902.0,53802,235806,234163,53802,113688,151587,120705,79428,304089,53802,197461,60350,5914,29570,130530,144840,73021,319848,256336,172643
78127,78751,Edge of Shadow,41322.0,53802,235806,234163,53802,113688,151587,120705,79428,345411,53802,197461,60350,5914,29570,130530,144840,73021,319848,256336,172643
80002,80583,Hard Slash,26950.0,53802,235806,234163,53802,113688,151587,120705,79428,345411,53802,224411,60350,5914,29570,130530,144840,73021,319848,256336,172643
80501,81033,Auto,7960.0,53802,243766,234163,53802,113688,151587,120705,79428,345411,53802,224411,60350,5914,29570,130530,144840,73021,319848,256336,172643
82502,83126,Syphon Strike,34041.0,53802,243766,234163,53802,113688,151587,120705,79428,345411,53802,224411,60350,5914,29570,130530,144840,73021,319848,290377,172643
83461,83993,Auto,7939.0,53802,251705,234163,53802,113688,151587,120705,79428,345411,53802,224411,60350,5914,29570,130530,144840,73021,319848,290377,172643
85002,85626,Souleater,43000.0,53802,251705,234163,53802,113688,151587,120705,79428,345411,53802,224411,60350,5914,29570,130530,144840,73021,362848,290377,172643
86421,86953,Auto,7939.0,53802,259644,234163,53802,113688,151587,120705,79428,345411,53802,224411,60350,5914,29570,130530,144840,73021,362848,290377,172643
87502,88083,Hard Slash,26876.0,53802,259644,234163,53802,113688,151587,120705,79428,345411,53802,251287,60350,5914,29570,130530,144840,73021,362848,290377,172643
89381,89913,Auto,7939.0,53802,267583,234163,53802,113688,151587,120705,79428,345411,53802,251287,60350,5914,29570,130530,144840,73021,362848,290377,172643
90002,90626,Syphon Strike,34041.0,53802,267583,234163,53802,113688,151587,120705,79428,345411,53802,251287,60350,5914,29570,130530,144840,73021,362848,324418,172643
92341,92873,Auto,7939.0,53802,275522,234163,53802,113688,151587,120705,79428,345411,53802,251287,60350,5914,29570,130530,144840,73021,362848,324418,172643
92502,93126,Souleater,43000.0,53802,275522,234163,53802,113688,151587,120705,79428,345411,53802,251287,60350,5914,29570,130530,144840,73021,405848,324418,172643
95002,95583,Hard Slash,26876.0,53802,275522,234163,53802,113688,151587,120705,79428,345411,53802,278163,60350,5914,29570,130530,144840,73021,405848,324418,172643
95301,95833,Auto,7939.0,53802,283461,234163,53802,113688,151587,120705,79428,345411,53802,278163,60350,5914,29570,130530,144840,73021,405848,324418,172643
96250,97150,Salted Earth,4475.0,53802,283461,234163,53802,113688,151587,120705,79428,345411,53802,278163,60350,10389,29570,130530,144840,73021,405848,324418,172643
96250,97500,Salted Earth (dot),4475.0,53802,283461,234163,53802,113688,151587,120705,79428,345411,53802,278163,60350,10389,34045,130530,144840,73021,405848,324418,172643
97502,98126,Syphon Strike,34041.0,53802,283461,234163,53802,113688,151587,120705,79428,345411,53802,278163,60350,10389,34045,130530,144840,73021,405848,358459,172643
98261,98793,Auto,7939.0,53802,291400,234163,53802,113688,151587,120705,79428,345411,53802,278163,60350,10389,34045,130530,144840,73021,405848,358459,172643
98127,98884,Salt and Darkness,44795.0,53802,291400,234163,53802,113688,151587,120705,79428,345411,53802,278163,105145,10389,34045,130530,144840,73021,405848,358459,172643
96250,100500,Salted Earth (dot),4475.0,53802,291400,234163,53802,113688,151587,120705,79428,345411,53802,278163,105145,10389,38520,130530,144840,73021,405848,358459,172643
100002,100626,Souleater,43000.0,53802,291400,234163,53802,113688,151587,120705,79428,345411,53802,278163,105145,10389,38520,130530,144840,73021,448848,358459,172643
101221,101753,Auto,7939.0,53802,299339,234163,53802,113688,151587,120705,79428,345411,53802,278163,105145,10389,38520,130530,144840,73021,448848,358459,172643
102502,103083,Hard Slash,26876.0,53802,299339,234163,53802,113688,151587,120705,79428,345411,53802,305039,105145,10389,38520,130530,144840,73021,448848,358459,172643
96250,103500,Salted Earth (dot),4475.0,53802,299339,234163,53802,113688,151587,120705,79428,345411,53802,305039,105145,10389,42995,130530,144840,73021,448848,358459,172643
104181,104713,Auto,7939.0,53802,307278,234163,53802,113688,151587,120705,79428,345411,53802,305039,105145,10389,42995,130530,144840,73021,448848,358459,172643
105002,105626,Syphon Strike,34041.0,53802,307278,234163,53802,113688,151587,120705,79428,345411,53802,305039,105145,10389,42995,130530,144840,73021,448848,392500,172643
96250,106500,Salted Earth (dot),4475.0,53802,307278,234163,53802,113688,151587,120705,79428,345411,53802,305039,105145,10389,47470,130530,144840,73021,448848,392500,172643
107141,107673,Auto,7939.0,53802,315217,234163,53802,113688,151587,120705,79428,345411,53802,305039,105145,10389,47470,130530,144840,73021,448848,392500,172643
107502,108126,Souleater,43000.0,53802,315217,234163,53802,113688,151587,120705,79428,345411,53802,305039,105145,10389,47470,130530,144840,73021,491848,392500,172643
96250,109500,Salted Earth (dot),4475.0,53802,315217,234163,53802,113688,151587,120705,79428,345411,53802,305039,105145,10389,51945,130530,144840,73021,491848,392500,172643
110002,110583,Hard Slash,26876.0,53802,315217,234163,53802,113688,151587,120705,79428,345411,53802,331915,105145,10389,51945,130530,144840,73021,491848,392500,172643
110101,110633,Auto,7939.0,53802,323156,234163,53802,113688,151587,120705,79428,345411,53802,331915,105145,10389,51945,130530,144840,73021,491848,392500,172643
112502,113126,Syphon Strike,34041.0,53802,323156,234163,53802,113688,151587,120705,79428,345411,53802,331915,105145,10389,51945,130530,144840,73021,491848,426541,172643
113061,113593,Auto,7939.0,53802,331095,234163,53802,113688,151587,120705,79428,345411,53802,331915,105145,10389,51945,130530,144840,73021,491848,426541,172643
115002,115626,Souleater,43000.0,53802,331095,234163,53802,113688,151587,120705,79428,345411,53802,331915,105145,10389,51945,130530,144840,73021,534848,426541,172643
116021,116553,Auto,7939.0,53802,339034,234163,53802,113688,151587,120705,79428,345411,53802,331915,105145,10389,51945,130530,144840,73021,534848,426541,172643
117502,118083,Hard Slash,26876.0,53802,339034,234163,53802,113688,151587,120705,79428,345411,53802,358791,105145,10389,51945,130530,144840,73021,534848,426541,172643
118981,119513,Auto,7939.0,53802,346973,234163,53802,113688,151587,120705,79428,345411,53802,358791,105145,10389,51945,130530,144840,73021,534848,426541,172643
120002,120626,Syphon Strike,34041.0,53802,346973,234163,53802,113688,151587,120705,79428,345411,53802,358791,105145,10389,51945,130530,144840,73021,534848,460582,172643
121941,122473,Auto,7966.0,53802,354939,234163,53802,113688,151587,120705,79428,345411,53802,358791,105145,10389,51945,130530,144840,73021,534848,460582,172643
122502,123304,Bloodspiller,53939.0,53802,354939,288102,53802,113688,151587,120705,79428,345411,53802,358791,105145,10389,51945,130530,144840,73021,534848,460582,172643
124901,125433,Auto,7966.0,53802,362905,288102,53802,113688,151587,120705,79428,345411,53802,358791,105145,10389,51945,130530,144840,73021,534848,460582,172643
125003,125627,Souleater,43149.0,53802,362905,288102,53802,113688,151587,120705,79428,345411,53802,358791,105145,10389,51945,130530,144840,73021,577997,460582,172643
127503,128084,Hard Slash,34779.0,53802,362905,288102,53802,113688,151587,120705,79428,345411,53802,393570,105145,10389,51945,130530,144840,73021,577997,460582,172643
127861,128393,Auto,10273.0,53802,373178,288102,53802,113688,151587,120705,79428,345411,53802,393570,105145,10389,51945,130530,144840,73021,577997,460582,172643
128127,128751,Edge of Shadow,53327.0,53802,373178,288102,53802,113688,151587,120705,79428,398738,53802,393570,105145,10389,51945,130530,144840,73021,577997,460582,172643
129127,129751,Edge of Shadow,53327.0,53802,373178,288102,53802,113688,151587,120705,79428,452065,53802,393570,105145,10389,51945,130530,144840,73021,577997,460582,172643
129927,129927,Abyssal Drain (pet),51425.0,105227,373178,288102,53802,113688,151587,120705,79428,452065,53802,393570,105145,10389,51945,130530,144840,73021,577997,460582,172643
130002,130583,Scarlet Delirium,71878.0,105227,373178,288102,53802,113688,151587,120705,79428,452065,53802,393570,105145,10389,51945,202408,144840,73021,577997,460582,172643
130821,131353,Auto,10273.0,105227,383451,288102,53802,113688,151587,120705,79428,452065,53802,393570,105145,10389,51945,202408,144840,73021,577997,460582,172643
131253,131919,Shadowbringer,69561.0,105227,383451,288102,53802,113688,151587,120705,79428,452065,53802,393570,105145,10389,51945,202408,214401,73021,577997,460582,172643
130627,132100,Carve and Spit,62604.0,105227,383451,288102,53802,176292,151587,120705,79428,452065,53802,393570,105145,10389,51945,202408,214401,73021,577997,460582,172643
132503,133173,Comeuppance,83472.0,105227,383451,288102,53802,176292,235059,120705,79428,452065,53802,393570,105145,10389,51945,202408,214401,73021,577997,460582,172643
133128,133752,Edge of Shadow,53327.0,105227,383451,288102,53802,176292,235059,120705,79428,505392,53802,393570,105145,10389,51945,202408,214401,73021,577997,460582,172643
133781,134313,Auto,10273.0,105227,393724,288102,53802,176292,235059,120705,79428,505392,53802,393570,105145,10389,51945,202408,214401,73021,577997,460582,172643
134327,134327,Shadowbringer (pet),69797.0,105227,393724,288102,53802,176292,235059,120705,79428,505392,53802,393570,105145,10389,51945,202408,214401,142818,577997,460582,172643
133753,134419,Shadowbringer,69561.0,105227,393724,288102,53802,176292,235059,120705,79428,505392,53802,393570,105145,10389,51945,202408,283962,142818,577997,460582,172643
135003,135623,Torcleaver,95069.0,105227,393724,288102,53802,176292,235059,120705,79428,505392,53802,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
135628,136252,Edge of Shadow,53327.0,105227,393724,288102,53802,176292,235059,120705,79428,558719,53802,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
136527,136527,Edge of Shadow (pet),51425.0,105227,393724,288102,53802,176292,235059,120705,79428,558719,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
136628,137252,Edge of Shadow,53327.0,105227,393724,288102,53802,176292,235059,120705,79428,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
136741,137273,Auto,10273.0,105227,403997,288102,53802,176292,235059,120705,79428,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
138727,138727,Bloodspiller (pet),51425.0,105227,403997,288102,105227,176292,235059,120705,79428,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
137503,139153,Disesteem,115944.0,105227,403997,288102,105227,176292,235059,236649,79428,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
139701,140233,Auto,10273.0,105227,414270,288102,105227,176292,235059,236649,79428,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
140003,140805,Bloodspiller,69561.0,105227,414270,357663,105227,176292,235059,236649,79428,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
140927,140927,Disesteem (pet),75921.0,105227,414270,357663,105227,176292,235059,236649,155349,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
142661,143193,Auto,10273.0,105227,424543,357663,105227,176292,235059,236649,155349,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
142503,143305,Bloodspiller,69561.0,105227,424543,427224,105227,176292,235059,236649,155349,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,460582,267712
145003,145627,Syphon Strike,44052.0,105227,424543,427224,105227,176292,235059,236649,155349,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,504634,267712
145621,146153,Auto,10273.0,105227,434816,427224,105227,176292,235059,236649,155349,612046,105227,393570,105145,10389,51945,202408,283962,142818,577997,504634,267712
147503,148127,Souleater,43149.0,105227,434816,427224,105227,176292,235059,236649,155349,612046,105227,393570,105145,10389,51945,202408,283962,142818,621146,504634,267712
148581,149113,Auto,7966.0,105227,442782,427224,105227,176292,235059,236649,155349,612046,105227,393570,105145,10389,51945,202408,283962,142818,621146,504634,267712
150003,150584,Hard Slash,26969.0,105227,442782,427224,105227,176292,235059,236649,155349,612046,105227,420539,105145,10389,51945,202408,283962,142818,621146,504634,267712
151541,152073,Auto,7966.0,105227,450748,427224,105227,176292,235059,236649,155349,612046,105227,420539,105145,10389,51945,202408,283962,142818,621146,504634,267712
152503,153127,Syphon Strike,34158.0,105227,450748,427224,105227,176292,235059,236649,155349,612046,105227,420539,105145,10389,51945,202408,283962,142818,621146,538792,267712
154501,155033,Auto,7966.0,105227,458714,427224,105227,176292,235059,236649,155349,612046,105227,420539,105145,10389,51945,202408,283962,142818,621146,538792,267712
155003,155627,Souleater,43149.0,105227,458714,427224,105227,176292,235059,236649,155349,612046,105227,420539,105145,10389,51945,202408,283962,142818,664295,538792,267712
157461,157993,Auto,7966.0,105227,466680,427224,105227,176292,235059,236649,155349,612046,105227,420539,105145,10389,51945,202408,283962,142818,664295,538792,267712
157503,158084,Hard Slash,26969.0,105227,466680,427224,105227,176292,235059,236649,155349,612046,105227,447508,105145,10389,51945,202408,283962,142818,664295,538792,267712
160003,160627,Syphon Strike,34158.0,105227,466680,427224,105227,176292,235059,236649,155349,612046,105227,447508,105145,10389,51945,202408,283962,142818,664295,572950,267712
160421,160953,Auto,7966.0,105227,474646,427224,105227,176292,235059,236649,155349,612046,105227,447508,105145,10389,51945,202408,283962,142818,664295,572950,267712
162503,163127,Souleater,43149.0,105227,474646,427224,105227,176292,235059,236649,155349,612046,105227,447508,105145,10389,51945,202408,283962,142818,707444,572950,267712
163381,163913,Auto,7966.0,105227,482612,427224,105227,176292,235059,236649,155349,612046,105227,447508,105145,10389,51945,202408,283962,142818,707444,572950,267712
165003,165805,Bloodspiller,53902.0,105227,482612,481126,105227,176292,235059,236649,155349,612046,105227,447508,105145,10389,51945,202408,283962,142818,707444,572950,267712
166341,166873,Auto,7960.0,105227,490572,481126,105227,176292,235059,236649,155349,612046,105227,447508,105145,10389,51945,202408,283962,142818,707444,572950,267712
167503,168084,Hard Slash,26950.0,105227,490572,481126,105227,176292,235059,236649,155349,612046,105227,474458,105145,10389,51945,202408,283962,142818,707444,572950,267712
168128,168752,Edge of Shadow,41322.0,105227,490572,481126,105227,176292,235059,236649,155349,653368,105227,474458,105145,10389,51945,202408,283962,142818,707444,572950,267712
169301,169833,Auto,7960.0,105227,498532,481126,105227,176292,235059,236649,155349,653368,105227,474458,105145,10389,51945,202408,283962,142818,707444,572950,267712
170003,170627,Syphon Strike,34135.0,105227,498532,481126,105227,176292,235059,236649,155349,653368,105227,474458,105145,10389,51945,202408,283962,142818,707444,607085,267712
172261,172793,Auto,7960.0,105227,506492,481126,105227,176292,235059,236649,155349,653368,105227,474458,105145,10389,51945,202408,283962,142818,707444,607085,267712
172503,173127,Souleater,43119.0,105227,506492,481126,105227,176292,235059,236649,155349,653368,105227,474458,105145,10389,51945,202408,283962,142818,750563,607085,267712
175004,175585,Hard Slash,26950.0,105227,506492,481126,105227,176292,235059,236649,155349,653368,105227,501408,105145,10389,51945,202408,283962,142818,750563,607085,267712
175221,175753,Auto,7960.0,105227,514452,481126,105227,176292,235059,236649,155349,653368,105227,501408,105145,10389,51945,202408,283962,142818,750563,607085,267712
177504,178128,Syphon Strike,34135.0,105227,514452,481126,105227,176292,235059,236649,155349,653368,105227,501408,105145,10389,51945,202408,283962,142818,750563,641220,267712
178181,178713,Auto,7960.0,105227,522412,481126,105227,176292,235059,236649,155349,653368,105227,501408,105145,10389,51945,202408,283962,142818,750563,641220,267712
180004,180628,Souleater,43119.0,105227,522412,481126,105227,176292,235059,236649,155349,653368,105227,501408,105145,10389,51945,202408,283962,142818,793682,641220,267712
181141,181673,Auto,7960.0,105227,530372,481126,105227,176292,235059,236649,155349,653368,105227,501408,105145,10389,51945,202408,283962,142818,793682,641220,267712
